class_x,family_x,genus_x,id,kingdom_x,name,order_x,phylum_x,supercategory,dir18,order_y,dir19,commonname,yose_score,yose_join,Scientific Name,Synonyms,Common Name,Occurrence,Occurrence Tags,Abundance,Nativeness,Nativeness Tags,marine,label
Insecta,Noctuidae,Schinia,1337.0,Animalia,Schinia chrysellus,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1337,,,,59,,,,,,,,,,,Schinia chrysellus
Insecta,Noctuidae,Schinia,1338.0,Animalia,Schinia rivulosa,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1338,,,,67,,,,,,,,,,,Schinia rivulosa
Insecta,Noctuidae,Schinia,1339.0,Animalia,Schinia trifascia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1339,,,,67,,,,,,,,,,,Schinia trifascia
Insecta,Noctuidae,Spodoptera,1340.0,Animalia,Spodoptera dolichos,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1340,,,Sweetpotato Armyworm Moth,58,,,,,,,,,,,Sweetpotato Armyworm Moth
Insecta,Noctuidae,Spodoptera,1341.0,Animalia,Spodoptera exigua,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1341,,,Beet Armyworm,67,,,,,,,,,,,Beet Armyworm
Insecta,Noctuidae,Spodoptera,1342.0,Animalia,Spodoptera frugiperda,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1342,,,Fall armyworm,57,,,,,,,,,,,Fall armyworm
Insecta,Noctuidae,Spodoptera,1343.0,Animalia,Spodoptera mauritia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1343,,,Lawn armyworm,65,,,,,,,,,,,Lawn armyworm
Insecta,Noctuidae,Spodoptera,1344.0,Animalia,Spodoptera ornithogalli,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1344,,,Yellow striped Armyworm Moth,60,,,,,,,,,,,Yellow striped Armyworm Moth
Insecta,Noctuidae,Spragueia,1345.0,Animalia,Spragueia dama,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1345,,,,57,,,,,,,,,,,Spragueia dama
Insecta,Noctuidae,Spragueia,1346.0,Animalia,Spragueia guttata,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1346,,,,60,,,,,,,,,,,Spragueia guttata
Insecta,Noctuidae,Spragueia,1347.0,Animalia,Spragueia jaguaralis,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1347,,,,65,,,,,,,,,,,Spragueia jaguaralis
Insecta,Noctuidae,Tarache,1348.0,Animalia,Tarache aprica,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1348,,,,71,,,,,,,,,,,Tarache aprica
Insecta,Noctuidae,Tarache,1349.0,Animalia,Tarache quadriplaga,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1349,,,,63,,,,,,,,,,,Tarache quadriplaga
Insecta,Noctuidae,Thysanoplusia,1350.0,Animalia,Thysanoplusia orichalcea,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1350,,,Slender Burnished Brass,59,,,,,,,,,,,Slender Burnished Brass
Insecta,Noctuidae,Tricholita,1351.0,Animalia,Tricholita signata,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1351,,,,71,,,,,,,,,,,Tricholita signata
Insecta,Noctuidae,Trichoplusia,1352.0,Animalia,Trichoplusia ni,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1352,,,Ni Moth,67,,,,,,,,,,,Ni Moth
Insecta,Noctuidae,Trichordestra,1353.0,Animalia,Trichordestra legitima,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1353,,,Striped Garden Caterpillar,61,,,,,,,,,,,Striped Garden Caterpillar
Insecta,Noctuidae,Tripudia,1354.0,Animalia,Tripudia quadrifera,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1354,,,Harp-winged Tripudia,65,,,,,,,,,,,Harp-winged Tripudia
Insecta,Noctuidae,Tyta,1355.0,Animalia,Tyta luctuosa,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1355,,,Four spotted,62,,,,,,,,,,,Four spotted
Insecta,Noctuidae,Xerociris,1356.0,Animalia,Xerociris wilsonii,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1356,,,,61,,,,,,,,,,,Xerociris wilsonii
Insecta,Noctuidae,Xestia,1357.0,Animalia,Xestia c-nigrum,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1357,,,Setaceous Hebrew Character,60,,,,,,,,,,,Setaceous Hebrew Character
Insecta,Noctuidae,Xestia,1358.0,Animalia,Xestia dolosa,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1358,,,,69,,,,,,,,,,,Xestia dolosa
Insecta,Noctuidae,Xestia,1359.0,Animalia,Xestia smithii,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1359,,,,69,,,,,,,,,,,Xestia smithii
Insecta,Noctuidae,Xestia,1360.0,Animalia,Xestia xanthographa,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1360,,,Square-spot Rustic,63,,,,,,,,,,,Square-spot Rustic
Insecta,Nolidae,Baileya,1361.0,Animalia,Baileya australis,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1361,,,,76,,,,,,,,,,,Baileya australis
Insecta,Nolidae,Baileya,1362.0,Animalia,Baileya ophthalmica,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1362,,,,57,,,,,,,,,,,Baileya ophthalmica
Insecta,Nolidae,Meganola,1363.0,Animalia,Meganola minuscula,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1363,,,,67,,,,,,,,,,,Meganola minuscula
Insecta,Nolidae,Meganola,1364.0,Animalia,Meganola phylla,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1364,,,,67,,,,,,,,,,,Meganola phylla
Insecta,Nolidae,Nola,1365.0,Animalia,Nola cereella,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1365,,,,64,,,,,,,,,,,Nola cereella
Insecta,Nolidae,Uraba,1366.0,Animalia,Uraba lugens,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1366,,,Gumleaf Skeletoniser,67,,,,,,,,,,,Gumleaf Skeletoniser
Insecta,Notodontidae,Clostera,1367.0,Animalia,Clostera apicalis,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1367,,,,71,,,,,,,,,,,Clostera apicalis
Insecta,Notodontidae,Datana,1368.0,Animalia,Datana integerrima,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1368,,,,69,,,,,,,,,,,Datana integerrima
Insecta,Notodontidae,Datana,1369.0,Animalia,Datana major,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1369,,,,75,,,,,,,,,,,Datana major
Insecta,Notodontidae,Destolmia,1370.0,Animalia,Destolmia lineata,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1370,,,,67,,,,,,,,,,,Destolmia lineata
Insecta,Notodontidae,Ecnomodes,1371.0,Animalia,Ecnomodes sagittaria,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1371,,,,61,,,,,,,,,,,Ecnomodes sagittaria
Insecta,Notodontidae,Furcula,1372.0,Animalia,Furcula borealis,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1372,,,,69,,,,,,,,,,,Furcula borealis
Insecta,Notodontidae,Furcula,1373.0,Animalia,Furcula cinerea,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1373,,,,67,,,,,,,,,,,Furcula cinerea
Insecta,Notodontidae,Heterocampa,1374.0,Animalia,Heterocampa guttivitta,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1374,,,,55,,,,,,,,,,,Heterocampa guttivitta
Insecta,Notodontidae,Heterocampa,1375.0,Animalia,Heterocampa obliqua,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1375,,,,58,,,,,,,,,,,Heterocampa obliqua
Insecta,Notodontidae,Heterocampa,1376.0,Animalia,Heterocampa umbrata,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1376,,,,67,,,,,,,,,,,Heterocampa umbrata
Insecta,Notodontidae,Hyperaeschra,1377.0,Animalia,Hyperaeschra georgica,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1377,,,,59,,,,,,,,,,,Hyperaeschra georgica
Insecta,Notodontidae,Lochmaeus,1378.0,Animalia,Lochmaeus bilineata,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1378,,,,63,,,,,,,,,,,Lochmaeus bilineata
Insecta,Notodontidae,Lochmaeus,1379.0,Animalia,Lochmaeus manteo,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1379,,,,69,,,,,,,,,,,Lochmaeus manteo
Insecta,Notodontidae,Macrurocampa,1380.0,Animalia,Macrurocampa marthesia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1380,,,,62,,,,,,,,,,,Macrurocampa marthesia
Insecta,Notodontidae,Nadata,1381.0,Animalia,Nadata gibbosa,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1381,,,White dotted Prominent Moth,64,,,,,,,,,,,White dotted Prominent Moth
Insecta,Notodontidae,Neola,1382.0,Animalia,Neola semiaurata,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1382,,,,69,,,,,,,,,,,Neola semiaurata
Insecta,Notodontidae,Nerice,1383.0,Animalia,Nerice bidentata,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1383,,,,69,,,,,,,,,,,Nerice bidentata
Insecta,Notodontidae,Ochrogaster,1384.0,Animalia,Ochrogaster lunifer,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1384,,,,62,,,,,,,,,,,Ochrogaster lunifer
Insecta,Notodontidae,Oligocentria,1385.0,Animalia,Oligocentria lignicolor,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1385,,,,67,,,,,,,,,,,Oligocentria lignicolor
Insecta,Notodontidae,Oligocentria,1386.0,Animalia,Oligocentria semirufescens,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1386,,,,67,,,,,,,,,,,Oligocentria semirufescens
Insecta,Notodontidae,Peridea,1387.0,Animalia,Peridea basitriens,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1387,,,,72,,,,,,,,,,,Peridea basitriens
Insecta,Notodontidae,Phalera,1388.0,Animalia,Phalera bucephala,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1388,,,Buff tip,67,,,,,,,,,,,Buff tip
Insecta,Notodontidae,Pheosia,1389.0,Animalia,Pheosia rimosa,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1389,,,,71,,,,,,,,,,,Pheosia rimosa
Insecta,Notodontidae,Schizura,1390.0,Animalia,Schizura concinna,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1390,,,,71,,,,,,,,,,,Schizura concinna
Insecta,Notodontidae,Schizura,1391.0,Animalia,Schizura ipomaeae,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1391,,,,62,,,,,,,,,,,Schizura ipomaeae
Insecta,Notodontidae,Schizura,1392.0,Animalia,Schizura leptinoides,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1392,,,,62,,,,,,,,,,,Schizura leptinoides
Insecta,Notodontidae,Schizura,1393.0,Animalia,Schizura unicornis,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1393,,,,61,,,,,,,,,,,Schizura unicornis
Insecta,Nymphalidae,Acraea,1394.0,Animalia,Acraea terpsicore,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1394,,,,61,,,,,,,,,,,Acraea terpsicore
Insecta,Nymphalidae,Adelpha,1395.0,Animalia,Adelpha basiloides,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1395,,,Spot-celled Sister,70,,,,,,,,,,,Spot-celled Sister
Insecta,Nymphalidae,Adelpha,1396.0,Animalia,Adelpha californica,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1396,,,California Sister,83,,,,,,,,,,,California Sister
Insecta,Nymphalidae,Adelpha,1397.0,Animalia,Adelpha eulalia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1397,,,Arizona Sister,62,,,,,,,,,,,Arizona Sister
Insecta,Nymphalidae,Adelpha,1398.0,Animalia,Adelpha fessonia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1398,,,Band-celled Sister,62,,,,,,,,,,,Band-celled Sister
Insecta,Nymphalidae,Adelpha,1399.0,Animalia,Adelpha iphicleola,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1399,,,,63,,,,,,,,,,,Adelpha iphicleola
Insecta,Nymphalidae,Aglais,1400.0,Animalia,Aglais io,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1400,,,Peacock,78,,,,,,,,,,,Peacock
Insecta,Nymphalidae,Aglais,1401.0,Animalia,Aglais milberti,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1401,,,,60,,,,,,,,,,,Aglais milberti
Insecta,Nymphalidae,Aglais,1402.0,Animalia,Aglais urticae,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1402,,,Small Tortoiseshell,71,,,,,,,,,,,Small Tortoiseshell
Insecta,Nymphalidae,Agraulis,1403.0,Animalia,Agraulis vanillae,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1403,,,Gulf Fritillary,65,,,,,,,,,,,Gulf Fritillary
Insecta,Nymphalidae,Anaea,1404.0,Animalia,Anaea andria,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1404,,,,67,,,,,,,,,,,Anaea andria
Insecta,Nymphalidae,Anartia,1405.0,Animalia,Anartia amathea,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1405,,,Red Peacock,69,,,,,,,,,,,Red Peacock
Insecta,Nymphalidae,Anartia,1406.0,Animalia,Anartia fatima,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1406,,,Banded Peacock,64,,,,,,,,,,,Banded Peacock
Insecta,Nymphalidae,Anartia,1407.0,Animalia,Anartia jatrophae,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1407,,,White Peacock,65,,,,,,,,,,,White Peacock
Insecta,Nymphalidae,Anthanassa,1408.0,Animalia,Anthanassa texana,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1408,,,Texan Crescent,67,,,,,,,,,,,Texan Crescent
Insecta,Nymphalidae,Anthanassa,1409.0,Animalia,Anthanassa tulcis,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1409,,,Pale-banded Crescent,60,,,,,,,,,,,Pale-banded Crescent
Insecta,Nymphalidae,Apatura,1410.0,Animalia,Apatura iris,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1410,,,Purple Emperor,67,,,,,,,,,,,Purple Emperor
Insecta,Nymphalidae,Aphantopus,1411.0,Animalia,Aphantopus hyperantus,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1411,,,Ringlet,70,,,,,,,,,,,Ringlet
Insecta,Nymphalidae,Argynnis,1412.0,Animalia,Argynnis adippe,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1412,,,High Brown Fritillary,60,,,,,,,,,,,High Brown Fritillary
Insecta,Nymphalidae,Argynnis,1413.0,Animalia,Argynnis aglaja,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1413,,,Dark Green Fritillary,62,,,,,,,,,,,Dark Green Fritillary
Insecta,Nymphalidae,Argynnis,1414.0,Animalia,Argynnis pandora,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1414,,,Cardinal,62,,,,,,,,,,,Cardinal
Insecta,Nymphalidae,Argynnis,1415.0,Animalia,Argynnis paphia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1415,,,Silver washed Fritillary,60,,,,,,,,,,,Silver washed Fritillary
Insecta,Nymphalidae,Argyreus,1416.0,Animalia,Argyreus hyperbius,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1416,,,,67,,,,,,,,,,,Argyreus hyperbius
Insecta,Nymphalidae,Asterocampa,1417.0,Animalia,Asterocampa celtis,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1417,,,Hackberry Emperor,67,,,,,,,,,,,Hackberry Emperor
Insecta,Nymphalidae,Asterocampa,1418.0,Animalia,Asterocampa clyton,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1418,,,,58,,,,,,,,,,,Asterocampa clyton
Insecta,Nymphalidae,Asterocampa,1419.0,Animalia,Asterocampa leilia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1419,,,Empress Leilia,62,,,,,,,,,,,Empress Leilia
Insecta,Nymphalidae,Boloria,1420.0,Animalia,Boloria bellona,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1420,,,Meadow Fritillary,67,,,,,,,,,,,Meadow Fritillary
Insecta,Nymphalidae,Boloria,1421.0,Animalia,Boloria epithore,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1421,,,Pacific Fritillary,64,,,,,,,,,,,Pacific Fritillary
Insecta,Nymphalidae,Boloria,1422.0,Animalia,Boloria euphrosyne,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1422,,,Pearl bordered Fritillary,62,,,,,,,,,,,Pearl bordered Fritillary
Insecta,Nymphalidae,Brenthis,1423.0,Animalia,Brenthis daphne,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1423,,,Marbled Fritillary,60,,,,,,,,,,,Marbled Fritillary
Insecta,Nymphalidae,Brenthis,1424.0,Animalia,Brenthis ino,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1424,,,Lesser Marbled Fritillary,67,,,,,,,,,,,Lesser Marbled Fritillary
Insecta,Nymphalidae,Brintesia,1425.0,Animalia,Brintesia circe,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1425,,,Great Banded Grayling,67,,,,,,,,,,,Great Banded Grayling
Insecta,Nymphalidae,Caligo,1426.0,Animalia,Caligo telamonius,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1426,,,,64,,,,,,,,,,,Caligo telamonius
Insecta,Nymphalidae,Catonephele,1427.0,Animalia,Catonephele numilia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1427,,,,67,,,,,,,,,,,Catonephele numilia
Insecta,Nymphalidae,Cercyonis,1428.0,Animalia,Cercyonis oetus,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1428,,,Small Wood Nymph,67,,,,,,,,,,,Small Wood Nymph
Insecta,Nymphalidae,Cercyonis,1429.0,Animalia,Cercyonis pegala,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1429,,,Common Wood-Nymph,62,,,,,,,,,,,Common Wood-Nymph
Insecta,Nymphalidae,Cercyonis,1430.0,Animalia,Cercyonis sthenele,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1430,,,Great Basin Wood nymph,62,,,,,,,,,,,Great Basin Wood nymph
Insecta,Nymphalidae,Chlosyne,1431.0,Animalia,Chlosyne acastus,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1431,,,Sagebrush Checkerspot,64,,,,,,,,,,,Sagebrush Checkerspot
Insecta,Nymphalidae,Chlosyne,1432.0,Animalia,Chlosyne californica,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1432,,,California Patch,83,,,,,,,,,,,California Patch
Insecta,Nymphalidae,Chlosyne,1433.0,Animalia,Chlosyne gabbii,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1433,,,GabbÂs Checkerspot ,60,,,,,,,,,,,GabbÂs Checkerspot 
Insecta,Nymphalidae,Chlosyne,1434.0,Animalia,Chlosyne harrisii,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1434,,,Harris' Checkerspot,59,,,,,,,,,,,Harris' Checkerspot
Insecta,Nymphalidae,Chlosyne,1435.0,Animalia,Chlosyne hippodrome,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1435,,,Simple Checkerspot,53,,,,,,,,,,,Simple Checkerspot
Insecta,Nymphalidae,Chlosyne,1436.0,Animalia,Chlosyne lacinia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1436,,,Bordered Patch,62,,,,,,,,,,,Bordered Patch
Insecta,Nymphalidae,Chlosyne,1437.0,Animalia,Chlosyne nycteis,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1437,,,Silvery Checkerspot,56,,,,,,,,,,,Silvery Checkerspot
Insecta,Nymphalidae,Chlosyne,1438.0,Animalia,Chlosyne palla,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1438,,,Northern Checkerspot,71,,,,,,,,,,,Northern Checkerspot
Insecta,Nymphalidae,Chlosyne,1439.0,Animalia,Chlosyne rosita,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1439,,,Rosita Checkerspot ,64,,,,,,,,,,,Rosita Checkerspot 
Insecta,Nymphalidae,Coenonympha,1440.0,Animalia,Coenonympha pamphilus,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1440,,,Small Heath,57,,,,,,,,,,,Small Heath
Insecta,Nymphalidae,Coenonympha,1441.0,Animalia,Coenonympha tullia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1441,,,Common Ringlet,67,,,,,,,,,,,Common Ringlet
Insecta,Nymphalidae,Colobura,1442.0,Animalia,Colobura dirce,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1442,,,Dirce Beauty,57,,,,,,,,,,,Dirce Beauty
Insecta,Nymphalidae,Cupha,1443.0,Animalia,Cupha erymanthis,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1443,,,Rustic,62,,,,,,,,,,,Rustic
Insecta,Nymphalidae,Danaus,1444.0,Animalia,Danaus genutia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1444,,,Common Tiger,64,,,,,,,,,,,Common Tiger
Insecta,Nymphalidae,Danaus,1445.0,Animalia,Danaus gilippus,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1445,,,Queen Butterfly,69,,,,,,,,,,,Queen Butterfly
Insecta,Nymphalidae,Danaus,1446.0,Animalia,Danaus petilia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1446,,,Lesser wanderer,69,,,,,,,,,,,Lesser wanderer
Insecta,Nymphalidae,Danaus,1447.0,Animalia,Danaus plexippus,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1447,,,American Monarch,60,,,,,,,,,,,American Monarch
Insecta,Nymphalidae,Diaethria,1448.0,Animalia,Diaethria clymena,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1448,,,Eighty-Eight Butterfly,62,,,,,,,,,,,Eighty-Eight Butterfly
Insecta,Nymphalidae,Dione,1449.0,Animalia,Dione moneta,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1449,,,Mexican Silverspot,67,,,,,,,,,,,Mexican Silverspot
Insecta,Nymphalidae,Doleschallia,1450.0,Animalia,Doleschallia bisaltide,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1450,,,Autumn Leaf,64,,,,,,,,,,,Autumn Leaf
Insecta,Nymphalidae,Doxocopa,1451.0,Animalia,Doxocopa laure,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1451,,,Silver Emperor,67,,,,,,,,,,,Silver Emperor
Insecta,Nymphalidae,Doxocopa,1452.0,Animalia,Doxocopa pavon,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1452,,,Pavon Emperor,57,,,,,,,,,,,Pavon Emperor
Insecta,Nymphalidae,Dryadula,1453.0,Animalia,Dryadula phaetusa,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1453,,,Banded longwing,64,,,,,,,,,,,Banded longwing
Insecta,Nymphalidae,Dryas,1454.0,Animalia,Dryas iulia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1454,,,Julia Heliconian,64,,,,,,,,,,,Julia Heliconian
Insecta,Nymphalidae,Dynamine,1455.0,Animalia,Dynamine postverta,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1455,,,Four-spotted sailor,67,,,,,,,,,,,Four-spotted sailor
Insecta,Nymphalidae,Elymnias,1456.0,Animalia,Elymnias hypermnestra,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1456,,,Common Palmfly,60,,,,,,,,,,,Common Palmfly
Insecta,Nymphalidae,Epiphile,1457.0,Animalia,Epiphile adrasta,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1457,,,Common Banner,58,,,,,,,,,,,Common Banner
Insecta,Nymphalidae,Erebia,1458.0,Animalia,Erebia ligea,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1458,,,Arran Brown,67,,,,,,,,,,,Arran Brown
Insecta,Nymphalidae,Eresia,1459.0,Animalia,Eresia phillyra,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1459,,,Longwing Crescent,67,,,,,,,,,,,Longwing Crescent
Insecta,Nymphalidae,Eueides,1460.0,Animalia,Eueides isabella,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1460,,,Isabella s Longwing,62,,,,,,,,,,,Isabella s Longwing
Insecta,Nymphalidae,Eunica,1461.0,Animalia,Eunica monima,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1461,,,Dingy Purplewing,67,,,,,,,,,,,Dingy Purplewing
Insecta,Nymphalidae,Eunica,1462.0,Animalia,Eunica tatila,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1462,,,Florida Purplewing,69,,,,,,,,,,,Florida Purplewing
Insecta,Nymphalidae,Euphydryas,1463.0,Animalia,Euphydryas aurinia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1463,,,Marsh Fritillary,67,,,,,,,,,,,Marsh Fritillary
Insecta,Nymphalidae,Euphydryas,1464.0,Animalia,Euphydryas chalcedona,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1464,,,Chalcedon Checkerspot,58,,,,,,,,,,,Chalcedon Checkerspot
Insecta,Nymphalidae,Euphydryas,1465.0,Animalia,Euphydryas phaeton,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1465,,,Baltimore Checkerspot,59,,,,,,,,,,,Baltimore Checkerspot
Insecta,Nymphalidae,Euploea,1466.0,Animalia,Euploea core,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1466,,,Common Crow,67,,,,,,,,,,,Common Crow
Insecta,Nymphalidae,Euploea,1467.0,Animalia,Euploea mulciber,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1467,,,Striped blue crow,62,,,,,,,,,,,Striped blue crow
Insecta,Nymphalidae,Euptoieta,1468.0,Animalia,Euptoieta claudia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1468,,,Variegated Fritillary,59,,,,,,,,,,,Variegated Fritillary
Insecta,Nymphalidae,Euptoieta,1469.0,Animalia,Euptoieta hegesia,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1469,,,Mexican Fritillary,59,,,,,,,,,,,Mexican Fritillary
Insecta,Nymphalidae,Euthalia,1470.0,Animalia,Euthalia aconthea,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1470,,,Common Baron,67,,,,,,,,,,,Common Baron
Insecta,Nymphalidae,Faunis,1471.0,Animalia,Faunis canens,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1471,,,Common Faun,69,,,,,,,,,,,Common Faun
Insecta,Nymphalidae,Greta,1472.0,Animalia,Greta morgane,Lepidoptera,Arthropoda,Insecta,train_val2018/Insecta/1472,,,Thick tipped Greta,62,,,,,,,,,,,Thick tipped Greta
